Scheme name	Locus tag	Description
cgMLST V2	STMMW_29411 (fucU)	L-fucose mutarotase
cgMLST V2	STMMW_39211 (yigB)	flavin mononucleotide phosphatase
cgMLST V2	STMMW_30301 (pgk)	phosphoglycerate kinase
cgMLST V2	STMMW_41821 (malM)	maltose operon periplasmic protein
cgMLST V2	STMMW_31431 (cpdA)	"3',5'-cyclic-AMP phosphodiesterase"
cgMLST V2	STMMW_16851 (pspA)	phage shock protein PspA
cgMLST V2	STMMW_06571 (fepD)	ferric anguibactin ABC transporter permease
cgMLST V2	STMMW_01401 (lpxC)	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
cgMLST V2	STMMW_40151 (rhaT)	l-rhamnose-proton symporter
cgMLST V2	STMMW_37301 (rpoZ)	DNA-directed RNA polymerase subunit omega
cgMLST V2	STMMW_13321 (ydiZ)	hypothetical protein
cgMLST V2	STMMW_21441 (wcaD)	putative colanic acid polymerase WcaD
cgMLST V2	STMMW_21911 (yehU)	putative two-component system sensor kinase
cgMLST V2	STMMW_17531 (narI)	respiratory nitrate reductase subunit gamma
cgMLST V2	STMMW_28931 (ispD)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
cgMLST V2	STMMW_44251 (yjgP)	LPS export ABC transporter permease LptF
cgMLST V2	STMMW_45251 (slt)	soluble lytic murein transglycosylase
cgMLST V2	STMMW_35651 (zntA)	zinc/cadmium/mercury/lead-transporting ATPase
cgMLST V2	STMMW_15001 (ynfD)	putative outer membrane protein
cgMLST V2	STMMW_37871	type I toxin-antitoxin system toxin TisB
cgMLST V2	STMMW_11240 (scsA)	copper-sensitivity suppressor A
cgMLST V2	STMMW_11241 (scsB)	copper-sensitivity suppressor B
cgMLST V2	STMMW_22131 (yohJ)	putative effector of murein hydrolase LrgA
cgMLST V2	STMMW_32151 (yqjH)	NADPH-dependent ferric siderophore reductase
cgMLST V2	STMMW_17951 (dadA)	D-amino acid dehydrogenase small subunit
cgMLST V2	STMMW_35431 (ugpC)	glycerol-3-phosphate transporter ATP-binding subunit
cgMLST V2	STMMW_20891 (yeeX)	protein YeeX
cgMLST V2	STMMW_18401	hypothetical protein
cgMLST V2	STMMW_18151 (yoaH)	UPF0181 protein CKO_01169
cgMLST V2	STMMW_07931 (sucA)	2-oxoglutarate dehydrogenase subunit E1
cgMLST V2	STMMW_08941 (pflF)	glycyl radical enzyme
cgMLST V2	STMMW_08411 (hutC)	histidine utilization repressor
cgMLST V2	STMMW_34741 (dam)	DNA adenine methylase
cgMLST V2	STMMW_34211 (rplE)	50S ribosomal protein L5
cgMLST V2	STMMW_05061 (yajR)	putative MFS family transporter
cgMLST V2	STMMW_38941 (wzzE)	polysaccharide chain length modulation protein
cgMLST V2	STMMW_42961 (psd)	phosphatidylserine decarboxylase proenzyme
cgMLST V2	STMMW_13401 (thrS)	threonine--tRNA ligase
cgMLST V2	STMMW_09891 (aroA)	"5-enolpyruvylshikimate-3-phosphate synthase, EC 2.5.1.19"
cgMLST V2	STMMW_13231 (celF)	6-phospho-beta-glucosidase
cgMLST V2	STMMW_01181 (leuB)	3-isopropylmalate dehydrogenase
cgMLST V2	STMMW_40831 (yijP)	phosphoethanolamine transferase CptA
cgMLST V2	STMMW_34231 (rplN)	50S ribosomal protein L14
cgMLST V2	STMMW_05511 (priC)	Primosomal replication protein N prime prime
cgMLST V2	STMMW_01361 (ddl)	D-alanine--D-alanine ligase B
cgMLST V2	STMMW_15581 (osmC)	peroxiredoxin OsmC
cgMLST V2	STMMW_27511 (tctE)	putative two-component system sensor kinase
cgMLST V2	STMMW_06321	Putative ATPase involved in DNA repair
cgMLST V2	STMMW_21051 (hisB)	bifunctional imidazole glycerol-phosphate dehydratase/histidinol phosphatase
cgMLST V2	STMMW_12201 (ndh)	NADH dehydrogenase
cgMLST V2	STMMW_12751 (aroQ)	Periplasmic chorismate mutase I precursor
cgMLST V2	STMMW_29601 (comO)	prepilin peptidase dependent protein B
cgMLST V2	STMMW_30111 (bglA)	6-phospho-beta-glucosidase BglA
cgMLST V2	STMMW_33141 (yrbH)	arabinose 5-phosphate isomerase KdsD
cgMLST V2	STMMW_04471 (yaiW)	putative lipoprotein
cgMLST V2	STMMW_17181 (trpE)	anthranilate synthase component 1
cgMLST V2	STMMW_32811 (nlpI)	lipoprotein NlpI
cgMLST V2	STMMW_44061 (pyrL)	pyrBI operon leader peptide
cgMLST V2	STMMW_23361 (elaC)	putative metal-dependent hydrolase
cgMLST V2	STMMW_33361 (nanE)	bifunctional enzyme NanE/nanK
cgMLST V2	STMMW_29271	flavodoxin
cgMLST V2	STMMW_19051 (motB)	flagellar motor protein MotB
cgMLST V2	STMMW_16051 (ydcK)	acetyltransferase
cgMLST V2	STMMW_19721 (yedJ)	phosphohydrolase
cgMLST V2	STMMW_28891 (pcm)	L-isoaspartyl protein carboxyl methyltransferase type II
cgMLST V2	STMMW_18891 (yecP)	tRNA 5-methoxyuridine(34) synthase CmoB
cgMLST V2	STMMW_11581 (mdoG)	glucan biosynthesis protein D
cgMLST V2	STMMW_18231 (manY)	PTS mannose/fructose/sorbose transporter subunit IIC
cgMLST V2	STMMW_22581 (yejM)	sulfatase
cgMLST V2	STMMW_14561 (nth)	endonuclease III
cgMLST V2	STMMW_36511 (bax)	protein bax
cgMLST V2	STMMW_12971 (gapA)	Glyceraldehyde 3-phosphate dehydrogenase A
cgMLST V2	STMMW_02511 (metQ)	DL-methionine transporter substrate-binding subunit
cgMLST V2	SNSL254_A1382	Uncharacterized membrane protein yoaK
cgMLST V2	STMMW_16581 (ynaJ)	putative inner membrane protein
cgMLST V2	STMMW_34911 (envZ)	Osmolarity sensory histidine kinase EnvZ
cgMLST V2	SC0831	small protein MntS
cgMLST V2	STMMW_14691 (fumA)	"fumarate hydratase class I, anaerobic"
cgMLST V2	STMMW_42391 (phnB)	hypothetical protein
cgMLST V2	STMMW_32361 (yhaK)	pirin
cgMLST V2	STMMW_44931 (yjjQ)	helix-turn-helix transcriptional regulator
cgMLST V2	STMMW_17021 (pyrF)	Orotidine 5'-phosphate decarboxylase
cgMLST V2	STMMW_14301 (cfa)	cyclopropane fatty acyl phospholipid synthase
cgMLST V2	STMMW_23181 (yfaZ)	YfaZ superfamily
cgMLST V2	STMMW_01961 (mrcB)	bifunctional glycosyl transferase/transpeptidase
cgMLST V2	STMMW_15611 (sfcA)	NAD-linked malic enzyme%3B malate oxidoreductase
cgMLST V2	STMMW_08771 (ybiN)	ribosomal RNA large subunit methyltransferase F
cgMLST V2	STMMW_11721 (yceB)	lipoprotein
cgMLST V2	STMMW_18091 (rnd)	ribonuclease D
cgMLST V2	STMMW_09421 (ybjP)	lipoprotein
cgMLST V2	STMMW_09131 (yliJ)	glutathione S-transferase
cgMLST V2	STMMW_43371 (rpsR)	30S ribosomal protein S18
cgMLST V2	STMMW_15801	"putative lipoprotein, partial"
cgMLST V2	STMMW_38521 (atpA)	ATP synthase subunit alpha
cgMLST V2	STMMW_31631 (ygiF)	Adenylate cyclase
cgMLST V2	STMMW_31181 (exbD)	TonB system transport protein ExbD
cgMLST V2	STMMW_29471 (csdA)	cysteine sulfinate desulfinase
cgMLST V2	STMMW_43111 (nsrR)	transcriptional regulator
cgMLST V2	STMMW_30321	regulator of transporter operon
cgMLST V2	STMMW_31451 (nudF)	ADP-ribose pyrophosphatase
cgMLST V2	STMMW_01791 (yadH)	ABC transporter permease
cgMLST V2	STMMW_39091 (hemC)	porphobilinogen deaminase (hydroxymethylbilane synthase)
cgMLST V2	STMMW_16871 (sapA)	peptide ABC transporter substrate-binding protein SapA
cgMLST V2	STMMW_34001 (fmt)	methionyl-tRNA formyltransferase
cgMLST V2	STMMW_06511 (fes)	enterochelin esterase
cgMLST V2	STMMW_05301 (ybaO)	Putative HTH-type transcriptional regulator ybaO
cgMLST V2	STMMW_00821	conserved domain protein
cgMLST V2	STMMW_01421 (secA)	preprotein translocase subunit SecA
cgMLST V2	STMMW_30851	cytoplasmic protein
cgMLST V2	STMMW_30581 (yqgF)	Holliday junction DNA helicase
cgMLST V2	STMMW_40131 (rhaS)	AraC family transcriptional regulator
cgMLST V2	STMMW_13341 (ydiY)	outer membrane protein
cgMLST V2	STMMW_21931 (yohO)	membrane protein
cgMLST V2	STMMW_41841 (ubiA)	4-hydroxybenzoate octaprenyltransferase
cgMLST V2	STMMW_36981 (kbl)	2-amino-3-ketobutyrate CoA ligase
cgMLST V2	STMMW_39631 (yihG)	1-acyl-sn-glycerol-3-phosphate acyltransferase
cgMLST V2	STMMW_33801 (panF)	sodium/panthothenate symporter
cgMLST V2	STMMW_44231 (pepA)	leucyl aminopeptidase
cgMLST V2	STMMW_27891 (alaS)	alanine--tRNA ligase
cgMLST V2	STMMW_13961 (ssrB)	Secretion system regulator of DegU/UvrY/BvgA type
cgMLST V2	STMMW_41261 (hydH)	Sensor protein of zinc sigma-54-dependent two-component system
cgMLST V2	STMMW_12561 (pliC)	lysozyme inhibitor
cgMLST V2	STMMW_12562	"putative lipoprotein, partial"
cgMLST V2	STMMW_17511 (purU)	formyltetrahydrofolate deformylase
cgMLST V2	STMMW_35981 (yhjE)	Proline/betaine transporter Proline porter II
cgMLST V2	STMMW_19551 (fliL)	flagellar biosynthesis
cgMLST V2	STMMW_37851 (ilvB)	acetolactate synthase catalytic subunit
cgMLST V2	STMMW_33771 (accB)	acetyl-CoA carboxylase
cgMLST V2	STMMW_37852 (ivbL)	IlvBN operon leader peptide
cgMLST V2	STMMW_11911 (flgK)	flagellar hook-associated protein 1
cgMLST V2	STMMW_11261 (scsD)	suppressor for copper-sensitivity D
cgMLST V2	STMMW_32171 (mcpC)	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)
cgMLST V2	STMMW_04681 (phoR)	two-component system sensor histidine kinase PhoR
cgMLST V2	STMMW_18391 (yebU)	ribosomal RNA small subunit methyltransferase F
cgMLST V2	STMMW_42761 (fxsA)	phage T7 F exclusion suppressor FxsA
cgMLST V2	STMMW_05251 (ybaW)	thioesterase
cgMLST V2	STMMW_18171 (yeaB)	coenzyme A pyrophosphatase
cgMLST V2	STMMW_34581 (yhfK)	putative inner membrane protein
cgMLST V2	STMMW_36721 (yibF)	glutathione S-transferase
cgMLST V2	STMMW_09301 (potH)	putrescine transporter subunit: membrane component of ABC superfamily
cgMLST V2	STMMW_07261 (rihA)	pyrimidine-specific ribonucleoside hydrolase RihA
cgMLST V2	STMMW_23571 (yfbU)	"YfbU protein, partial"
cgMLST V2	STMMW_08431 (hutH)	histidine ammonia-lyase
cgMLST V2	STMMW_28241 (sitB)	manganese transporter
cgMLST V2	STMMW_34761 (aroB)	3-dehydroquinate synthase
cgMLST V2	STMMW_42181 (gst)	glutathione S-transferase
cgMLST V2	STMMW_25931 (acpS)	holo-ACP synthase
cgMLST V2	STMMW_38921 (rho)	transcription termination factor Rho
cgMLST V2	STMMW_08331 (modA)	molybdate ABC transporter substrate-binding protein
cgMLST V2	STMMW_40721 (katG)	catalase peroxidase
cgMLST V2	STMMW_42981 (orn)	oligoribonuclease
cgMLST V2	STMMW_13421 (rpl35)	50S ribosomal protein L35
cgMLST V2	STMMW_01161 (leuD)	3-isopropylmalate dehydratase small subunit
cgMLST V2	STMMW_40851 (argE)	acetylornithine deacetylase
cgMLST V2	STMMW_12981 (yeaA)	Peptide methionine sulfoxide reductase MsrB
cgMLST V2	STMMW_29591 (comP)	putative exported protein
cgMLST V2	STMMW_43581 (ppa)	inorganic pyrophosphatase
cgMLST V2	STMMW_10731	flavodoxin reductase family 1
cgMLST V2	STMMW_01301 (murF)	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
cgMLST V2	STMMW_26911 (ffh)	signal recognition particle protein
cgMLST V2	STMMW_10081 (ycbL)	MBL fold hydrolase
cgMLST V2	STMMW_13281 (ydjM)	putative membrane-bound metal-dependent hydrolase
cgMLST V2	STMMW_41981 (tyrB)	aromatic amino acid aminotransferase
cgMLST V2	STMMW_12221 (ycfQ)	TetR family transcriptional regulator
cgMLST V2	STMMW_25061 (nlpB)	outer membrane protein assembly factor BamC
cgMLST V2	STMMW_29621 (thyA)	thymidylate synthase
cgMLST V2	STMMW_12771 (yeaR)	"putative cytoplasmic protein, partial"
cgMLST V2	STMMW_39401 (yigN)	recombinase RmuC
cgMLST V2	STMMW_37111 (rfaG)	glucosyltransferase I RfaG
cgMLST V2	STMMW_33161 (yrbK)	LPS export ABC transporter periplasmic protein LptC
cgMLST V2	STMMW_41181 (rsd)	anti-RNA polymerase sigma 70 factor
cgMLST V2	SPAB_04503 (ldr)	"toxic polypeptide, small"
cgMLST V2	STMMW_02141 (dgt)	deoxyguanosinetriphosphate triphosphohydrolase
cgMLST V2	STMMW_44001 (treR)	trehalose operon repressor
cgMLST V2	STMMW_06301	hypothetical secreted protein
cgMLST V2	STMMW_06651 (cstAa)	carbon starvation protein A
cgMLST V2	STMMW_00151	glycosyl hydrolase lysozyme (N-acetylmuramidase)
cgMLST V2	STMMW_28871 (rpoS)	RNA polymerase sigma factor RpoS
cgMLST V2	STMMW_19701 (vsr)	very short patch repair endonuclease
cgMLST V2	STMMW_27791	MFS transporter
cgMLST V2	STMMW_12951 (yeaD)	D-hexose-6-phosphate mutarotase
cgMLST V2	STMMW_17701 (hemM)	"outer membrane lipoprotein LolB, partial"
cgMLST V2	STMMW_14501 (mliC)	Membrane-bound lysozyme inhibitor of C-type lysozyme precursor
cgMLST V2	STMMW_36531 (avtA)	"aminotransferase, class I/II"
cgMLST V2	STMMW_32691 (yhbO)	glutamine amidotransferase
cgMLST V2	STMMW_02532 (yaeD)	"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
cgMLST V2	STMMW_07011 (ybeD)	"Proposed lipoate regulatory protein YbeD, partial"
cgMLST V2	STMMW_33341 (yhcH)	sugar isomerase involved in processing of exogenous sialic acid
cgMLST V2	STMMW_30671 (ansB)	L-asparaginase 2
cgMLST V2	STMMW_32431 (tdcC)	HAAAP family serine/threonine permease
cgMLST V2	STMMW_32341 (yhaH)	inner membrane protein YhaH
cgMLST V2	STMMW_44911	putative inner membrane protein
cgMLST V2	STMMW_01941 (ligT)	2'-5' RNA ligase
cgMLST V2	STMMW_25022	membrane protein
cgMLST V2	STMMW_45431 (lasT)	tRNA/rRNA methyltransferase
cgMLST V2	STMMW_04271 (mod)	type III restriction-modification system StyLTI enzyme mod
cgMLST V2	STMMW_34971 (yhgG)	ferrous iron transporter C
cgMLST V2	STMMW_43351 (rpsF)	30S ribosomal protein S6
cgMLST V2	STMMW_34291 (rplB)	50S ribosomal protein L2
cgMLST V2	STMMW_13561 (pps)	phosphoenolpyruvate synthase
cgMLST V2	STMMW_31611 (rfaE)	bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
cgMLST V2	STMMW_29451 (gcvA)	transcriptional regulator GcvA
cgMLST V2	STMMW_43131 (yjfH)	"TrmH family RNA methyltransferase, group 3"
cgMLST V2	STMMW_18611 (yebE)	membrane protein
cgMLST V2	STMMW_34391 (rpsG)	30S ribosomal protein S7
cgMLST V2	STMMW_02331 (fabZ)	beta-hydroxyacyl-ACP dehydratase
cgMLST V2	STMMW_06821 (rna)	ribonuclease I precursor
cgMLST V2	STMMW_14081 (sscB)	type III secretion low calcium response chaperone LcrH/SycD
cgMLST V2	STMMW_28051 (hydN)	formate dehydrogenase-H ferredoxin subunit
cgMLST V2	STMMW_21621 (baeS)	two-component system sensor histidine kinase BaeA
cgMLST V2	STMMW_00791 (fixC)	oxidoreductase FixC
cgMLST V2	STMMW_05321 (mdlB)	multidrug ABC transporter permease/ATP-binding protein
cgMLST V2	STMMW_01441 (yacG)	DNA gyrase inhibitor YacG
cgMLST V2	STMMW_33301 (gltD)	glutamate synthase subunit beta
cgMLST V2	STMMW_30871	cytoplasmic protein
cgMLST V2	STMMW_06791 (ybdQ)	universal stress protein UspG
cgMLST V2	STMMW_40111 (rhaA)	L-rhamnose isomerase
cgMLST V2	STMMW_14881 (mlc)	transcriptional regulator Mic
cgMLST V2	STMMW_41861 (dgkA)	diacylglycerol kinase
cgMLST V2	STMMW_21481 (wzc)	tyrosine kinase
cgMLST V2	STMMW_21951 (yehX)	"osmoprotectant uptake system ATP-binding protein, partial"
cgMLST V2	STMMW_31471 (ygiB)	membrane protein
cgMLST V2	STMMW_30701 (trmB)	tRNA (guanosine(46)-N7)-methyltransferase TrmB
cgMLST V2	STMMW_39611 (rodA)	stress response kinase A
cgMLST V2	STMMW_28461 (sipC)	translocation machinery component
cgMLST V2	STMMW_38691 (rbsK)	ribokinase
cgMLST V2	STMMW_03171 (pagN)	outer membrane adhesin
cgMLST V2	STMMW_13941 (orf319)	pathogenicity island protein
cgMLST V2	STMMW_41241 (yjaH)	membrane protein
cgMLST V2	STMMW_12011 (plsX)	putative phosphate acyltransferase
cgMLST V2	STMMW_17061 (ribA)	GTP cyclohydrolase II
cgMLST V2	STMMW_35611 (rsmD)	Ribosomal RNA small subunit methyltransferase D
cgMLST V2	STMMW_35961 (yhjC)	LysR family transcriptional regulator
cgMLST V2	STMMW_19571 (fliN)	flagellar motor switch protein FliN
cgMLST V2	STMMW_33751 (msrP)	putative sulfite oxidase subunit YedY
cgMLST V2	STMMW_29331 (sdaC)	HAAAP family serine/threonine permease
cgMLST V2	STMMW_22171 (b2145)	Putative membrane protein
cgMLST V2	STMMW_44211 (valS)	valine--tRNA ligase
cgMLST V2	STMMW_18371 (yebS)	integral membrane protein PqiA family
cgMLST V2	STMMW_42741 (dcuA)	anaerobic C4-dicarboxylate transporter
cgMLST V2	STMMW_02491 (yaeB)	tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase TsaA
cgMLST V2	STMMW_08631 (ybhN)	membrane protein
cgMLST V2	STMMW_34561 (yhfA)	OsmC family protein
cgMLST V2	STMMW_18111 (yeaY)	Starvation lipoprotein Slp -like protein
cgMLST V2	STMMW_14711 (tus)	DNA sequence-specific contrahelicase
cgMLST V2	STMMW_36701 (selB)	selenocysteinyl-tRNA-specific translation elongation factor SelB
cgMLST V2	STMMW_09321 (ybjO)	putative inner membrane protein
cgMLST V2	STMMW_23551 (yfbS)	transcriptional regulator
cgMLST V2	STMMW_24021 (yfcL)	YfcL protein
cgMLST V2	STMMW_24791 (eutH)	ethanolamine utilization protein EutH
cgMLST V2	STMMW_28261 (sitD)	iron transporter inner membrane component
cgMLST V2	STMMW_38901 (rhlB)	ATP-dependent RNA helicase RhlB
cgMLST V2	STMMW_43831	glycine dehydrogenase
cgMLST V2	STMMW_24241 (lpxP)	lipid A biosynthesis palmitoleoyl acyltransferase
cgMLST V2	STMMW_24242 (ypdK)	conserved sORF
cgMLST V2	STMMW_28191 (hypD)	hydrogenase formation protein HypD
cgMLST V2	STMMW_09851 (focA)	"putative FNT family, formate transporter (formate channel 1)"
cgMLST V2	STMMW_05171 (bolA)	BolA family transcriptional regulator
cgMLST V2	STMMW_01141 (tbpA)	thiamine transporter substrate binding subunit
cgMLST V2	STMMW_01321 (murD)	UDP-N-acetylmuramoylalanine--D-glutamate ligase
cgMLST V2	STMMW_10711 (pyrD)	dihydroorotate dehydrogenase 2
cgMLST V2	STMMW_20941 (phsB)	thiosulfate reductase electron transporter PhsB
cgMLST V2	STMMW_25041	neutral zinc metallopeptidase
cgMLST V2	STMMW_21541 (udk)	uridine kinase
cgMLST V2	STMMW_21011 (yeeZ)	NAD(P)-dependent oxidoreductase
cgMLST V2	STMMW_12711	putative response regulator
cgMLST V2	STMMW_39421 (yigP)	ubiquinone biosynthesis protein UbiJ
cgMLST V2	STMMW_26791 (yfiO)	outer membrane biogenesis protein BamD
cgMLST V2	STMMW_06671 (ybdH)	oxidoreductase
cgMLST V2	STMMW_17491 (ychK)	patatin family protein
cgMLST V2	STMMW_12161 (ycfM)	"penicillin-binding protein activator LpoB, partial"
cgMLST V2	STMMW_38051 (torD)	trimethylamine N-oxide reductase I catalytic subunit
cgMLST V2	STMMW_28851	phenolic acid decarboxylase subunit C
cgMLST V2	STMMW_13001 (nam)	nicotinamidase/pyrazinamidase
cgMLST V2	STMMW_37131 (kdtA)	3-deoxy-D-manno-octulosonic acid transferase
cgMLST V2	STMMW_33101 (yrbD)	outer membrane lipid asymmetry maintenance protein MlaD
cgMLST V2	STMMW_10751 (uup)	ABC transporter ATPase
cgMLST V2	STMMW_22541 (yejH)	ATP-dependent helicase
cgMLST V2	STMMW_17721 (prs)	ribose-phosphate pyrophosphokinase
cgMLST V2	STMMW_10021 (smtA)	S-adenosylmethionine-dependent methyltransferase Functionally Coupled to the MukBEF Chromosome Partitioning Mechanism
cgMLST V2	STMMW_44971	diguanylate cyclase
cgMLST V2	STMMW_19181 (yecH)	putative metal-binding protein
cgMLST V2	STMMW_01921 (dksA)	RNA polymerase-binding transcription factor DksA
cgMLST V2	STMMW_45081 (yjjI)	"glycine radical enzyme, YjjI family"
cgMLST V2	STMMW_11541 (ymdA)	periplasmic protein
cgMLST V2	STMMW_11891 (flgI)	Flagellar P-ring protein
cgMLST V2	STMMW_07691 (ybgJ)	allophanate hydrolase
cgMLST V2	STMMW_23941	transporter
cgMLST V2	STMMW_17871 (gdhA)	putative Homolog of glutamic dehyrogenase
cgMLST V2	STMMW_04521 (mdtG)	multidrug efflux transporter
cgMLST V2	STMMW_39991 (fdoI)	formate dehydrogenase-N subunit gamma
cgMLST V2	STMMW_34951 (feoA)	ferrous iron transporter A
cgMLST V2	STMMW_11761 (yceH)	YceH protein
cgMLST V2	STMMW_22321 (lysP)	lysine transporter
cgMLST V2	STMMW_22891 (alkB)	alpha-ketoglutarate-dependent dioxygenase AlkB
cgMLST V2	STMMW_29811 (yqeF)	acetyl-CoA acetyltransferase
cgMLST V2	STMMW_23051	LysR family transcriptional regulator
cgMLST V2	STMMW_39391 (udp)	uridine phosphorylase
cgMLST V2	STMMW_24491 (cysK)	cysteine synthase A
cgMLST V2	STMMW_18581	carbon-nitrogen family hydrolase
cgMLST V2	STMMW_42531	hypothetical protein
cgMLST V2	STMMW_43481 (cysQ)	"3'(2'),5'-bisphosphate nucleotidase CysQ"
cgMLST V2	STMMW_18631 (yebG)	DNA damage-inducible protein YebG
cgMLST V2	STMMW_09461 (ybjT)	NAD(P)-dependent oxidoreductase
cgMLST V2	STMMW_05121 (cyoC)	cytochrome o ubiquinol oxidase subunit III
cgMLST V2	STMMW_05691 (cueR)	heavy metal-responsive transcriptional regulator
cgMLST V2	STMMW_02311 (hlpA)	outer membrane chaperone Skp
cgMLST V2	STMMW_06801 (ybdR)	glutathione-dependent formaldehyde dehydrogenase
cgMLST V2	STMMW_16831 (pspC)	DNA-binding transcriptional activator PspC
cgMLST V2	STMMW_14061 (sseD)	"pathogenicity island 2 effector protein SseD, partial"
cgMLST V2	STMMW_34041 (arfA)	ribosome rescue factor A
cgMLST V2	STMMW_42821 (yjeK)	EF-P beta-lysylation protein EpmB
cgMLST V2	STMMW_05341 (amtB)	putative ammonium transporter
cgMLST V2	STMMW_31671 (folB)	dihydroneopterin aldolase
cgMLST V2	STMMW_33911 (yhdV)	membrane protein
cgMLST V2	STMMW_10961 (yccX)	acylphosphatase
cgMLST V2	STMMW_40461 (tpiA)	triose-phosphate isomerase
cgMLST V2	STMMW_21971 (yehZ)	transporter
cgMLST V2	STMMW_31491 (ygiD)	"extradiol ring-cleavage dioxygenase, class III enzyme, subunit B"
cgMLST V2	STMMW_30721 (yggX)	Fe(2+)-trafficking protein
cgMLST V2	STMMW_39671 (yihI)	GTPase activator
cgMLST V2	STMMW_28441 (sipA)	pathogenicity island 1 effector protein SipA
cgMLST V2	STMMW_17261 (katN)	Mn-containing catalase
cgMLST V2	STMMW_01461 (coaE)	dephospho-CoA kinase
cgMLST V2	STMMW_03191 (yafV)	amidohydrolase
cgMLST V2	STMMW_13921 (ttrR)	two-component system response regulator
cgMLST V2	STMMW_41221 (yjaG)	hypothetical protein
cgMLST V2	STMMW_12031 (fabD)	malonyl CoA-ACP transacylase
cgMLST V2	STMMW_36941 (yigQ)	putative exported protein
cgMLST V2	STMMW_12521 (envE)	putative lipoprotein envE precursor
cgMLST V2	STMMW_17002 (osmB)	osmotically-inducible lipoprotein B
cgMLST V2	STMMW_19511 (fliH)	flagellar assembly protein FliH
cgMLST V2	STMMW_37891 (emrD)	multidrug resistance protein D
cgMLST V2	STMMW_33731 (yhdA)	RNase E specificity factor CsrD
cgMLST V2	STMMW_29311 (queF)	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
cgMLST V2	STMMW_22151 (cdd)	cytidine deaminase
cgMLST V2	STMMW_44761 (yjiA)	GTPase
cgMLST V2	STMMW_45411 (arcA)	DNA-binding response regulator
cgMLST V2	STMMW_18351 (proQ)	RNA chaperone ProQ
cgMLST V2	STMMW_16351 (ydcF)	protein possibly involved in murein
cgMLST V2	STMMW_18131 (yoaA)	ATP-dependent helicase
cgMLST V2	STMMW_34541 (yheU)	alcohol O-acetyltransferase
cgMLST V2	STMMW_02121 (btuF)	vitamin B12 ABC transporter substrate-binding protein BtuF
cgMLST V2	STMMW_07991 (ybgT)	cyd operon protein YbgT
cgMLST V2	STMMW_23201 (ais)	heptose kinase
cgMLST V2	STMMW_35491 (livF)	Branched-chain amino acid transport ATP-binding protein LivF
cgMLST V2	STMMW_30991 (gsp)	bifunctional glutathionylspermidine amidase/glutathionylspermidine synthetase
cgMLST V2	STMMW_34721 (gph)	phosphoglycolate phosphatase
cgMLST V2	STMMW_05591 (hemH)	ferrochelatase
cgMLST V2	STMMW_43811 (cybC)	soluble cytochrome b562
cgMLST V2	STMMW_09871 (ycaP)	membrane protein
cgMLST V2	STMMW_14901 (clcB)	voltage-gated ClC-type chloride channel ClcB
cgMLST V2	STMMW_35231 (glgP)	glycogen phosphorylase
cgMLST V2	STMMW_04751 (tgt)	tRNA-guanine(34) transglycosylase
cgMLST V2	STMMW_09701 (trxB)	thioredoxin-disulfide reductase
cgMLST V2	STMMW_25201	cyclic di-GMP phosphodiesterase
cgMLST V2	STMMW_29551 (recB)	exodeoxyribonuclease V subunit beta
cgMLST V2	STMMW_10771 (pqiB)	paraquat-inducible protein B
cgMLST V2	STMMW_21561 (alkA)	3-methyladenine DNA glycosylase 2
cgMLST V2	STMMW_41411	nucleoprotein/polynucleotide-associated enzyme
cgMLST V2	STMMW_12731	histidine kinase
cgMLST V2	STMMW_05501 (ybaM)	transposase
cgMLST V2	STMMW_03301 (crl)	transcriptional regulator
cgMLST V2	STMMW_39441 (tatA)	twin arginine translocase A
cgMLST V2	STMMW_06472 (ybdJ)	Putative inner membrane protein
cgMLST V2	STMMW_40891 (oxyR)	DNA-binding transcriptional regulator OxyR
cgMLST V2	STMMW_37941 (yidF)	Transcriptional regulator
cgMLST V2	STMMW_24911 (maeB)	bifunctional malic enzyme oxidoreductase/phosphotransacetylase
cgMLST V2	STMMW_40091 (adh)	lactaldehyde reductase
cgMLST V2	STMMW_06611 (entE)	enterobactin synthase subunit E
cgMLST V2	STMMW_14291 (ribE)	riboflavin synthase subunit alpha
cgMLST V2	STMMW_12191 (ycfP)	esterase
cgMLST V2	STMMW_16031 (tehB)	tellurite resistance methyltransferase TehB
cgMLST V2	STMMW_28831	transcriptional regulator hosA
cgMLST V2	STMMW_33121 (yrbF)	ABC transporter
cgMLST V2	STMMW_13021 (sppA)	signal peptide peptidase SppA
cgMLST V2	STMMW_41211 (nfi)	endonuclease V
cgMLST V2	STMMW_37151 (mutM)	formamidopyrimidine-DNA glycosylase
cgMLST V2	STMMW_32651 (yraN)	hypothetical protein
cgMLST V2	STMMW_12991 (yeaC)	general negative regulator of transcription subunit 1
cgMLST V2	STMMW_17741 (ychH)	membrane protein
cgMLST V2	STMMW_02571 (yafD)	conserved hypothetical protein
